"Name","Year","origin"
"manuel royes bohigas",1948,"Hispanic-Iberian"
"antonio rubio fernndez",1972,"Hispanic-Iberian"
"jos arturo rubio fernndez",1948,"Hispanic-Iberian"
"juan rubio espinosa",1968,"Hispanic-Iberian"
"jos luis ruiz bernal",1976,"Hispanic-Iberian"
"rafael ruiz gijn",1948,"Hispanic-Iberian"
"rafael rulln ribera",1972,"Hispanic-Iberian"
"angel sabata figa",1928,"Hispanic-Iberian"
"valentn sabate mas",1948,"Hispanic-Iberian"
"sabino bilbao lbano",1920,"Hispanic-Iberian"
"federico sabri miracle",1980,"Hispanic-Iberian"
"javier sabri pitarch",1980,"Hispanic-Iberian"
"ramn sez marzo",1960,"Hispanic-Iberian"
"gonzalo sagivela fernndezpavon",1972,"Hispanic-Iberian"
"jos luis sagivela fernndezpavon",1968,"Hispanic-Iberian"
"jos antonio sahuquillo moya",1960,"Hispanic-Iberian"
"enrique sinz ortueta",1948,"Hispanic-Iberian"
"leopoldo sanz de la maza gutirrezsolana y gmez de la puente",1920,"Hispanic-Iberian"
"carlos sala molera",1980,"Hispanic-Iberian"
"isidro sala puigvedal",1968,"Hispanic-Iberian"
"jos salls salva",1968,"Hispanic-Iberian"
"jos samitier vilalta",1920,"Hispanic-Iberian"
"juan antonio san epifanio ruiz",1980,"Hispanic-Iberian"
"fernando san isidro vallejo",1980,"Hispanic-Iberian"
"isidoro san jos pozo",1976,"Hispanic-Iberian"
"justo san miguel y de la gandara",1924,"Hispanic-Iberian"
"antonio snchez dietz",1924,"Hispanic-Iberian"
"domingo snchez gracia",1924,"Hispanic-Iberian"
"francisco snchez vargas",1980,"Hispanic-Iberian"
"jos luis snchez paraso",1968,"Hispanic-Iberian"
"juan snchez gamero",1960,"Hispanic-Iberian"
"luis snchez de miguel",1960,"Hispanic-Iberian"
"josefa pepita snchez soler",1972,"Hispanic-Iberian"
"jos vicente tente snchez felip",1976,"Hispanic-Iberian"
"agustn sancho agustina",1920,"Hispanic-Iberian"
"ricardo sancho navarro",1972,"Hispanic-Iberian"
"agustn sandoval murillo",1972,"Hispanic-Iberian"
"francisco sanjos san jos garca",1976,"Hispanic-Iberian"
"juan sans juan",1972,"Hispanic-Iberian"
"luis pedro santamarina antoana",1964,"Hispanic-Iberian"
"luis miguel santillana fraile",1972,"Hispanic-Iberian"
"ignacio sanz paz",1980,"Hispanic-Iberian"
"javier sanz celma",1972,"Hispanic-Iberian"
"roberto sanz jusa",1928,"Hispanic-Iberian"
"luis javier sarra pescador",1972,"Hispanic-Iberian"
"vicente sartorius y cabezade vaca",1956,"Hispanic-Iberian"
"enrique saura gil",1976,"Hispanic-Iberian"
"gerardo seeliger koch",1972,"Hispanic-Iberian"
"francisco segal torres",1928,"Hispanic-Iberian"
"alfonso segovia segovia",1972,"Hispanic-Iberian"
"juan segu picornell",1976,"Hispanic-Iberian"
"jos segun santos",1976,"Hispanic-Iberian"
"francisco segura roda",1972,"Hispanic-Iberian"
"agustn senin dez",1964,"Hispanic-Iberian"
"juan serra llobert",1948,"Hispanic-Iberian"
"juan serrahima bofill",1928,"Hispanic-Iberian"
"eugenio serrano gispert",1980,"Hispanic-Iberian"
"jos a serrano",1980,"Hispanic-Iberian"
"flix sesmaga ugarte",1920,"Hispanic-Iberian"
"mara shaw martos",1960,"Hispanic-Iberian"
"cndido antonio sibilio hughes",1980,"Hispanic-Iberian"
"marcelino silverio izaguirre sorzabalbere",1920,"Hispanic-Iberian"
"francisco sindreu pons",1924,"Hispanic-Iberian"
"juan ignacio sirvent",1968,"Hispanic-Iberian"
"ignacio sola cortabarria",1964,"Hispanic-Iberian"
"alberto solanas galn",1980,"Hispanic-Iberian"
"joan solano bustamante",1980,"Hispanic-Iberian"
"miguel solano",1968,"Hispanic-Iberian"
"julio solaun garteizgogeascoa",1964,"Hispanic-Iberian"
"francisco sol plana",1924,"Hispanic-Iberian"
"gabriel soler nonel",1972,"Hispanic-Iberian"
"ignacio solozbal igartua",1980,"Hispanic-Iberian"
"antonio somalo paricio",1928,"Hispanic-Iberian"
"manuel soriano nieto",1972,"Hispanic-Iberian"
"flix surez colomo",1972,"Hispanic-Iberian"
"jess surez daz valgrande",1936,"Hispanic-Iberian"
"manuel surezpumariega molezn",1948,"Hispanic-Iberian"
"narciso surez amador",1980,"Hispanic-Iberian"
"ramiro surez garca",1968,"Hispanic-Iberian"
"antonio subirana castillejos",1952,"Hispanic-Iberian"
"gonzalo taboada y martnez de irujo",1956,"Hispanic-Iberian"
"jaime talens coral",1956,"Hispanic-Iberian"
"agustn tamames iglesias",1968,"Hispanic-Iberian"
"cristbal tauler alos",1948,"Hispanic-Iberian"
"jos manuel taure menndez",1972,"Hispanic-Iberian"
"jos tea ambros",1972,"Hispanic-Iberian"
"juan thomas cabrelles",1964,"Hispanic-Iberian"
"manuel toledo coca",1924,"Hispanic-Iberian"
"rosa torras buxeda",1924,"Hispanic-Iberian"
"miguel torres bernades",1960,"Hispanic-Iberian"
"fernando torresquevedo y polanco",1928,"Hispanic-Iberian"
"gustavo torrijos lpez",1980,"Hispanic-Iberian"
"francisco tortell rebassa",1960,"Hispanic-Iberian"
"pilar tosat mart",1960,"Hispanic-Iberian"
"colomn trabado prez",1980,"Hispanic-Iberian"
"mariano trigo serrano",1928,"Hispanic-Iberian"
"jos trino arizcorreta sein",1928,"Hispanic-Iberian"
"jess turr homedes",1976,"Hispanic-Iberian"
"alfonso tusell alonso",1920,"Hispanic-Iberian"
"luis antonio twose roura",1972,"Hispanic-Iberian"
"cecilio ugarte prez de lazarraga",1972,"Hispanic-Iberian"
"santiago ulio pascual",1924,"Hispanic-Iberian"
"urbano ortega cuadros",1980,"Hispanic-Iberian"
"juan jos uria bazterrica",1980,"Hispanic-Iberian"
"santiago urquiaga prez",1980,"Hispanic-Iberian"
"ngel urrutia",1968,"Hispanic-Iberian"
"luis mara usoz quintana",1960,"Hispanic-Iberian"
"luis valbuena garca",1960,"Hispanic-Iberian"
"vicente valdero cerdn",1924,"Hispanic-Iberian"
"mara carmen valero medes",1976,"Hispanic-Iberian"
"mara carmen vall",1960,"Hispanic-Iberian"
"pedro vallana jeanguenat",1920,"Hispanic-Iberian"
"eladio vallduvi casals",1972,"Hispanic-Iberian"
"juan carlos vallejo arrollo",1980,"Hispanic-Iberian"
"jordn vallmajo giralt",1924,"Hispanic-Iberian"
"alberto valtierra martnez",1960,"Hispanic-Iberian"
"trimido vaqueriza urquiola",1960,"Hispanic-Iberian"
"antonio vzquez megido",1980,"Hispanic-Iberian"
"daniel vzquez daz",1948,"Hispanic-Iberian"
"joaqun vzquez gonzlez",1920,"Hispanic-Iberian"
"antonio vzquez de aldana fernndez",1920,"Hispanic-Iberian"
"antonio vega cortzar",1952,"Hispanic-Iberian"
"antonio vela viv",1900,"Hispanic-Iberian"
"fabin velasco coello",1924,"Hispanic-Iberian"
"tomas velasco palomo",1936,"Hispanic-Iberian"
"miguel velsquez torres",1964,"Hispanic-Iberian"
"narciso ventall surralls",1960,"Hispanic-Iberian"
"gaspart ventura messeguer",1972,"Hispanic-Iberian"
"manuel vera vsquez",1980,"Hispanic-Iberian"
"felipe verd beln",1948,"Hispanic-Iberian"
"salvador verges soler",1980,"Hispanic-Iberian"
"mercedes vernetta santana",1976,"Hispanic-Iberian"
"lvaro vicente domnech",1948,"Hispanic-Iberian"
"vctor vctor muoz muoz manrique",1980,"Hispanic-Iberian"
"emilio vidal barrachina",1924,"Hispanic-Iberian"
"jorge vidal mitjans",1964,"Hispanic-Iberian"
"jos luis viejo gmez",1972,"Hispanic-Iberian"
"jos vil marsans",1948,"Hispanic-Iberian"
"antonio vilacoro nadal",1920,"Hispanic-Iberian"
"francisco viladomat lena",1952,"Hispanic-Iberian"
"jos vilanova pueyo",1928,"Hispanic-Iberian"
"daro villalba flores",1956,"Hispanic-Iberian"
"joaqun villalba",1960,"Hispanic-Iberian"
"jos faustino villamarn menndez",1972,"Hispanic-Iberian"
"enrique villaplana vargas",1948,"Hispanic-Iberian"
"ngel villar varela",1968,"Hispanic-Iberian"
"francisco villota y baquiola",1900,"Hispanic-Iberian"
"gloria viseras die",1980,"Hispanic-Iberian"
"alberto vitoria soria",1976,"Hispanic-Iberian"
"lorenzo vitria barrera",1924,"Hispanic-Iberian"
"luis viu torres",1964,"Hispanic-Iberian"
"pilar von carsten",1968,"Hispanic-Iberian"
"jos mara yermo solaegui",1928,"Hispanic-Iberian"
"daniel yuste escolar",1968,"Hispanic-Iberian"
"miguel zabalza de la fuente",1924,"Hispanic-Iberian"
"domingo de zalda anabitarte",1928,"Hispanic-Iberian"
"ricardo zamora martnez",1920,"Hispanic-Iberian"
"luis zubero aldecoa",1968,"Hispanic-Iberian"
"santiago zubicoa bayon",1968,"Hispanic-Iberian"
"jaime zumalacrregui bentez",1980,"Hispanic-Iberian"
"manuel ziga fernndez",1980,"Hispanic-Iberian"
"jos filipe abreu",1968,"Hispanic-Iberian"
"rui pinto de abreu",1976,"Hispanic-Iberian"
"eduardo martins albuquerque",1960,"Hispanic-Iberian"
"armando rodrigues aldegalega",1964,"Hispanic-Iberian"
"maria avelina alvarez",1980,"Hispanic-Iberian"
"carlos alves jnior",1928,"Hispanic-Iberian"
"francisco ferreira alves",1952,"Hispanic-Iberian"
"maria laura silva amorim",1952,"Hispanic-Iberian"
"zacarias sarrazola andias",1952,"Hispanic-Iberian"
"alberto h andressen junior",1936,"Hispanic-Iberian"
"henrique maria ulrich anjos",1972,"Hispanic-Iberian"
"andr antunes",1960,"Hispanic-Iberian"
"benjamin esteves arajo",1928,"Hispanic-Iberian"
"armando da silva martins",1928,"Hispanic-Iberian"
"joo cruz azevedo",1956,"Hispanic-Iberian"
"orlando trindade da ressurreio ferreira azinhais",1960,"Hispanic-Iberian"
"eduardo maria murta barbeiro",1952,"Hispanic-Iberian"
"joo eduardo gamarro correia barrento",1948,"Hispanic-Iberian"
"augusto cassiano neves de mascarenhas de andrade barreto",1952,"Hispanic-Iberian"
"manuel da silva barroso",1972,"Hispanic-Iberian"
"antnio de almeida bessone basto",1964,"Hispanic-Iberian"
"rodrigo bessone basto junior",1952,"Hispanic-Iberian"
"csar silva batista",1960,"Hispanic-Iberian"
"fernando ferreira lima bello",1968,"Hispanic-Iberian"
"jos gil de gouveia beltro",1936,"Hispanic-Iberian"
"flix redondo ades redondo bermudes",1924,"Hispanic-Iberian"
"manuel valente borrego",1960,"Hispanic-Iberian"
"jos antnio branco",1980,"Hispanic-Iberian"
"ablio antnio gonalves brando",1948,"Hispanic-Iberian"
"frederico guilherme burnay",1924,"Hispanic-Iberian"
"scar henrique pires cabral",1952,"Hispanic-Iberian"
"lus vieria caldas",1960,"Hispanic-Iberian"
"francisco lopes pico caldeira",1972,"Hispanic-Iberian"
"ral jlio de almeida pimenta marques caldeira",1952,"Hispanic-Iberian"
"henrique alves callado",1948,"Hispanic-Iberian"
"carlos campos",1972,"Hispanic-Iberian"
"joo jos pontes campos",1980,"Hispanic-Iberian"
"dario canas",1920,"Hispanic-Iberian"
"jos joaquim cancela",1948,"Hispanic-Iberian"
"hermenegildo almeida candeias",1960,"Hispanic-Iberian"
"manuel seara cardoso",1952,"Hispanic-Iberian"
"moyss cardoso",1936,"Hispanic-Iberian"
"gustavo miguel raul carinhas",1936,"Hispanic-Iberian"
"jos manuel cayola carpinteiro",1964,"Hispanic-Iberian"
"jos de jess carvalho",1972,"Hispanic-Iberian"
"jos flix alves carvalhosa",1952,"Hispanic-Iberian"
"fernando gomes casimiro",1952,"Hispanic-Iberian"
"jos mello e castro",1948,"Hispanic-Iberian"
"fernando jos pereira marqus cavaleiro",1948,"Hispanic-Iberian"
"ral angelo rodrigues cerqueira",1960,"Hispanic-Iberian"
"manuel pereira chagas",1948,"Hispanic-Iberian"
"antnio de arriaga mardel correia",1972,"Hispanic-Iberian"
"fernando correia",1912,"Hispanic-Iberian"
"jos manuel pinto correia",1952,"Hispanic-Iberian"
"armando de freitas zuzarte luzarte corteso",1912,"Hispanic-Iberian"
"joo antnio de menezes pita e castro da penha e costa",1948,"Hispanic-Iberian"
"mximo couto",1952,"Hispanic-Iberian"
"jorge cravinho",1960,"Hispanic-Iberian"
"joo ferreira da silva cravo",1952,"Hispanic-Iberian"
"maria helena pacheco cunha",1960,"Hispanic-Iberian"
"carlos roque da benta",1948,"Hispanic-Iberian"
"ricardo santos da benta",1948,"Hispanic-Iberian"
"manuel das dores correia da costa",1964,"Hispanic-Iberian"
"dlia vieirinho da cunhasammer",1952,"Hispanic-Iberian"
"esbela fernanda rosa da fonseca",1960,"Hispanic-Iberian"
"vtor manuel ferreira da fonseca",1964,"Hispanic-Iberian"
"joaquim m ferreira da mota",1936,"Hispanic-Iberian"
"joo rodrgues da paula",1952,"Hispanic-Iberian"
"adriano augusto da silva",1968,"Hispanic-Iberian"
"albino roque da silva",1960,"Hispanic-Iberian"
"delfim jos da silva",1948,"Hispanic-Iberian"
"francisco jesus da silva",1968,"Hispanic-Iberian"
"jos rodrigues da silva",1948,"Hispanic-Iberian"
"manoel pereira da silva",1960,"Hispanic-Iberian"
"henrique de sampaio e castro pereira da cunha da silveira",1920,"Hispanic-Iberian"
"rodrigo maria da soares cordeiro da silveira",1956,"Hispanic-Iberian"
"joo lus laranjeiro de abreu",1968,"Hispanic-Iberian"
"jos dargent de albuquerque",1960,"Hispanic-Iberian"
"antnio anbal borges de almeida",1924,"Hispanic-Iberian"
"antnio augusto sampaio e melo pereira de almeida",1952,"Hispanic-Iberian"
"pedro joo rthe marques de almeida",1960,"Hispanic-Iberian"
"geraldo gil de andrade",1924,"Hispanic-Iberian"
"sebastio sancho gil de borja de macedo e meneses de herdia",1928,"Hispanic-Iberian"
"sebastio de freitas branco de herdia",1928,"Hispanic-Iberian"
"albino reis paulino de jesus",1952,"Hispanic-Iberian"
"hlder albano baiona de jesus",1976,"Hispanic-Iberian"
"jos artur pratas rebelo de lima",1928,"Hispanic-Iberian"
"csar rodrgues de matos",1928,"Hispanic-Iberian"
"jos marques figueira de matos",1972,"Hispanic-Iberian"
"antnio silva botelho de melo",1976,"Hispanic-Iberian"
"lus jos braamcamp cardoso  de meneses margaride",1924,"Hispanic-Iberian"
"antnio de castro mascarenhas de menezes",1920,"Hispanic-Iberian"
"antnio maria malheiro reimo nogueira",1952,"Hispanic-Iberian"
"mrio de lopez da vasa csar alves de noronha",1924,"Hispanic-Iberian"
"manuel figueiredo de oliveira",1960,"Hispanic-Iberian"
"jorge de paiva",1920,"Hispanic-Iberian"
"jos fernandes de rocha",1964,"Hispanic-Iberian"
"eduardo jos  domingos de sousa",1960,"Hispanic-Iberian"
"joo dias de sousa",1948,"Hispanic-Iberian"
"rafael afonso de sousa",1932,"Hispanic-Iberian"
"guy chaves de valle flor",1960,"Hispanic-Iberian"
"mrio delgado",1960,"Hispanic-Iberian"
"lvaro pereira cachulo dias",1948,"Hispanic-Iberian"
"carlos pereira dias",1948,"Hispanic-Iberian"
"manuel dias",1936,"Hispanic-Iberian"
"ral manuel correta diniz",1972,"Hispanic-Iberian"
"hlder teotnio pacheco soares doliveira",1960,"Hispanic-Iberian"
"domingos antnio de souza coutinho",1936,"Hispanic-Iberian"
"jos ribeiro do seixo",1948,"Hispanic-Iberian"
"joo franco do vale",1952,"Hispanic-Iberian"
"antnio dos santos",1920,"Hispanic-Iberian"
"gentil j dos santos",1924,"Hispanic-Iberian"
"joo dos santos",1928,"Hispanic-Iberian"
"leonel barata duarte",1968,"Hispanic-Iberian"
"ricardo fernando duro",1952,"Hispanic-Iberian"
"eugnio calas eleutrio",1952,"Hispanic-Iberian"
"fernando de matos fernandes",1952,"Hispanic-Iberian"
"jos amado fernandes",1960,"Hispanic-Iberian"
"lus da costa ivens ferraz",1928,"Hispanic-Iberian"
"antnio soares de andra ferreira",1920,"Hispanic-Iberian"
"joaquim da silva ferreira",1960,"Hispanic-Iberian"
"jos pinto ferreira",1952,"Hispanic-Iberian"
"jos maria soares de andra ferreira",1932,"Hispanic-Iberian"
"orlando costa ferreira",1972,"Hispanic-Iberian"
"felisberto gonalves de sousa naia fortes",1948,"Hispanic-Iberian"
"joo druiz fragoso",1948,"Hispanic-Iberian"
"jorge alberto de paiva e pona franco",1952,"Hispanic-Iberian"
"paulo jos frischknecht",1976,"Hispanic-Iberian"
"antnio lus margaa galantinho",1968,"Hispanic-Iberian"
"lus alcide de nues garca",1948,"Hispanic-Iberian"
"jos antnio pinto gomes",1976,"Hispanic-Iberian"
"orlando fernandes da luz gonalves",1960,"Hispanic-Iberian"
"manuel robalo gouveia",1952,"Hispanic-Iberian"
"joaquim santa maria granger",1952,"Hispanic-Iberian"
"jos antnio gregrio",1960,"Hispanic-Iberian"
"lus manuel pereira grilo",1968,"Hispanic-Iberian"
"manuel da silva guerra",1924,"Hispanic-Iberian"
"lus fernando serzedelo do nascimento howorth",1952,"Hispanic-Iberian"
"antnio cid juzarte lopes jonet",1952,"Hispanic-Iberian"
"antnio jorge",1960,"Hispanic-Iberian"
"francisco lzaro",1912,"Hispanic-Iberian"
"paulo vicente pereira dea e albuquerque leal",1924,"Hispanic-Iberian"
"antnio correia de s pinto leite",1924,"Hispanic-Iberian"
"antnio arajo leite",1952,"Hispanic-Iberian"
"joo alberto da naia lemos",1948,"Hispanic-Iberian"
"emlio gomes lino",1948,"Hispanic-Iberian"
"carlos alberto de sousa lopes",1972,"Hispanic-Iberian"
"eugnio de carvalho lopes",1952,"Hispanic-Iberian"
"joo carlos craveiro lopes",1952,"Hispanic-Iberian"
"jos da naia machado",1948,"Hispanic-Iberian"
"lus da naia machado",1948,"Hispanic-Iberian"
"fernando esteves madeira",1952,"Hispanic-Iberian"
"raimundo rui crtez maia",1952,"Hispanic-Iberian"
"fernando eugnio pacheco mamede",1972,"Hispanic-Iberian"
"pedro couto maral",1960,"Hispanic-Iberian"
"armando da silva marques",1964,"Hispanic-Iberian"
"jos lopes marques",1972,"Hispanic-Iberian"
"mrio da silva marques",1924,"Hispanic-Iberian"
"antnio martins marquilhas",1960,"Hispanic-Iberian"
"antnio augusto da silva martins",1920,"Hispanic-Iberian"
"antnio gentil martins",1960,"Hispanic-Iberian"
"hlder henrique de souza martins",1924,"Hispanic-Iberian"
"jos manuel martins",1928,"Hispanic-Iberian"
"ramiro martins",1960,"Hispanic-Iberian"
"jorge eduardo rodrigues y tenrio correia mathias",1960,"Hispanic-Iberian"
"alberto jorge rodrigues matos",1972,"Hispanic-Iberian"
"fernando manuel costa matos",1964,"Hispanic-Iberian"
"ruimondo rui ferro mayer",1920,"Hispanic-Iberian"
"jaime mendes",1936,"Hispanic-Iberian"
"francisco paulo dos santos mendona",1924,"Hispanic-Iberian"
"joo paulo fernandes vitor de mendona",1980,"Hispanic-Iberian"
"antnio vasco de mello da silva csar de menezes",1968,"Hispanic-Iberian"
"joo manuel f miguel",1980,"Hispanic-Iberian"
"antnio duarte montez",1924,"Hispanic-Iberian"
"antnio adriano morais",1968,"Hispanic-Iberian"
"jos antnio nuno rodrgues de morais",1948,"Hispanic-Iberian"
"lvaro mrio mouro",1952,"Hispanic-Iberian"
"francisco antunes mouro",1976,"Hispanic-Iberian"
"armando moutinho de almeida",1952,"Hispanic-Iberian"
"jos paulino marecos mouzinho de albuquerque",1924,"Hispanic-Iberian"
"maria jos npoles",1960,"Hispanic-Iberian"
"carlos almeida oliveira",1972,"Hispanic-Iberian"
"jos joaquim pacheco",1960,"Hispanic-Iberian"
"fernando antnio cerqueira da silva paes",1948,"Hispanic-Iberian"
"jos antnio veloso palhares costa",1928,"Hispanic-Iberian"
"lus manuel ramos paquete",1960,"Hispanic-Iberian"
"toms salvador paquete",1952,"Hispanic-Iberian"
"frederico da cunha paredes",1920,"Hispanic-Iberian"
"guilherme jos patroni de carvalho duarte",1952,"Hispanic-Iberian"
"jos manuel pepe soares",1928,"Hispanic-Iberian"
"antnio pereira",1912,"Hispanic-Iberian"
"jos serra pereira",1952,"Hispanic-Iberian"
"jos henrique fuents gomes pereira",1976,"Hispanic-Iberian"
"rodrigo castro pereira",1924,"Hispanic-Iberian"
"joo gouveia pessanha",1952,"Hispanic-Iberian"
"jos matos pinheiro",1952,"Hispanic-Iberian"
"jos alberto manso pinheiro",1968,"Hispanic-Iberian"
"lvaro da cunha pinto",1948,"Hispanic-Iberian"
"anacleto pereira pinto",1976,"Hispanic-Iberian"
"jos porto",1960,"Hispanic-Iberian"
"karel monjardim pott",1924,"Hispanic-Iberian"
"manuel prazeres",1952,"Hispanic-Iberian"
"carlos botelho machado queiroz",1936,"Hispanic-Iberian"
"manuel queirz",1920,"Hispanic-Iberian"
"francisco ludgero gentil quina",1972,"Hispanic-Iberian"
"mrio gentil quina",1952,"Hispanic-Iberian"
"joaquim fernando lea ramada",1976,"Hispanic-Iberian"
"vasco lus pereira esteves ramires",1972,"Hispanic-Iberian"
"rui antnio ramos",1952,"Hispanic-Iberian"
"francisco antnio real",1924,"Hispanic-Iberian"
"hermnio rebelo",1920,"Hispanic-Iberian"
"manuel da cruz regala",1952,"Hispanic-Iberian"
"leonel gonalves rgo",1948,"Hispanic-Iberian"
"hlder santos da costa reis",1968,"Hispanic-Iberian"
"herlander felga ribeiro",1960,"Hispanic-Iberian"
"mrio oliveira ribeiro",1972,"Hispanic-Iberian"
"antnio alexandre sarsfield rodrigues",1932,"Hispanic-Iberian"
"joaquim chito rodrigues",1960,"Hispanic-Iberian"
"orlando sena rodrigues",1968,"Hispanic-Iberian"
"carlos roque",1948,"Hispanic-Iberian"
"antnio manuel andrade roquete",1972,"Hispanic-Iberian"
"antnio fernandes roquete",1928,"Hispanic-Iberian"
"lvaro augusto sabbo",1956,"Hispanic-Iberian"
"joaquim ramalho sampaio",1952,"Hispanic-Iberian"
"eduardo santos",1936,"Hispanic-Iberian"
"henrique santos",1928,"Hispanic-Iberian"
"joo vicente de freitas branco sassetti",1920,"Hispanic-Iberian"
"jos manuel mendonca sena",1980,"Hispanic-Iberian"
"antnio de jesus serdio",1948,"Hispanic-Iberian"
"lvaro andrade e silva",1952,"Hispanic-Iberian"
"augusto da silva",1928,"Hispanic-Iberian"
"bernardo manuel pinheiro do esprito santo silva",1968,"Hispanic-Iberian"
"duarte jos borges coutinho do esprito santo silva",1952,"Hispanic-Iberian"
"fernando da cuha silva",1972,"Hispanic-Iberian"
"ildio silva",1960,"Hispanic-Iberian"
"joaquim miguel matos fernandes duarte silva",1952,"Hispanic-Iberian"
"lus falco de mena e silva",1936,"Hispanic-Iberian"
